MANDT	KUNNR	LAND1	NAME1	NAME2	NAME3	NAME4	SORTL	ORT01	PSTLZ	REGIO	STRAS	PFACH	PSTL2	ADRNR	KTOKD	XCPDK	LOEVM	SPERR	KNRZA	KONZS	SPRAS	ERDAT	ERNAM	TELF1	STCD1	STCD2	STCEG
100	0000102302	AT	Rheinstein Armaturen KG				RHEINSTEIN	Linz	4020		Heideweg 198			0500001536	DEBI						D	20220328	SAPUSER3	0877 6436971			ATU43564652
100	0000102303	DE	Dornhof Kunststofftechnik GmbH				DORNHOF	Würzburg	97070	BY	Ulmenweg 44			0500001537	DEBI						D	20220215	SAPUSER4	0208 1116594	802/783/62563		DE306190902
100	0000102304	FR	Ulmenstein Metallbau S.A.S.				ULMENSTEIN	Nantes	44000		Sonnenstraße 88a			0500001538	DEBI						F	20230217	SAPUSER4	0553 5557039			FR46241689642
100	0000102305	DE	Grünburg Dichtungstechnik KG				GRÜNBURG	Solingen	42651	NW	Kirschdamm 73			0500001539	DEBI						D	20200829	SAPUSER5	0435 3145834	800/321/94146		DE462507887
100	0000102307	DE	Mühlfurt Schweißtechnik GmbH				MÜHLFURT	Aurich	26603	NI	Haselgasse 162			0500001540	KUNA	X					D	20231119	SAPUSER1	0449 9344925	573/171/45902		DE670706428
100	0000102308	DE	Rotbrück Armaturen AG				ROTBRÜCK	Witten	58452	NW	Amselplatz 10b			0500001541	DEBI						D	20200920	SAPUSER2	0542 6806843	703/749/22866		DE563131483
100	0000102309	DE	Talried Handel GmbH				TALRIED	Neuss	41460	NW	Lindengasse 144b			0500001542	DEBI						D	20210508	SAPUSER4	0990 6082568	530/444/30057		DE139202578
100	0000102310	DE	Bernberg Pumpen GmbH				BERNBERG	Duisburg	47051	NW	Hafenring 44			0500001543	DEBI						D	20231006	SAPUSER5	0337 5482324	419/715/69917		DE746541015
100	0000102311	DE	Birkenberg Präzisionsteile SE				BIRKENBERG	Chemnitz	09111	SN	Nelkengasse 145a			0500001544	DEBI						D	20210830	SAPUSER4	0383 1272176	382/379/45471		DE645847446
100	0000102312	DE	Ulmenfurt Klimatechnik GmbH				ULMENFURT	Emden	26721	NI	Fasanendamm 53			0500001545	DEBI						D	20210922	SAPUSER2	0357 5764799	909/680/81332		DE849402636
100	0000102313	DE	Erlental Behälterbau GmbH & Co. KG				ERLENTAL	Moers	47441	NW	Quellenring 82a			0500001546	DEBI						D	20231109	SAPUSER2	0251 4981908	136/344/47168		DE325105715
100	0000102314	DE	Brandstein Möbelwerke KGaA				BRANDSTEIN	Riesa	01587	SN	Quellenplatz 199			0500001547	DEBI						D	20200731	SAPUSER2	0380 6484486	187/107/13899		DE123704954
100	0000102317	DE	Haselberg Aufzugstechnik GmbH & Co. KG				HASELBERG	Bremen	28195	HB	Raiffeisendamm 169a			0500001548	DEBI						D	20221029	SAPUSER1	0596 1626141	103/290/67235		DE195576303
100	0000102318	CH	Fichtenheim Elektrotechnik GmbH				FICHTENHEI	Genf	1201		Feldring 181			0500001549	DEBI						D	20230527	SAPUSER1	0705 4943034			CHE998794529MWST
100	0000102320	DE	Neuberg Handel GmbH				NEUBERG	Landshut	84028	BY	Birkenweg 102a	98860	84028	0500001550	DEBI						D	20211110	SAPUSER5	0498 5906140	279/570/77446		DE542367322
100	0000102323	DE	Espenmark Präzisionsteile UG (haftungsbeschränkt)				ESPENMARK	Herne	44623	NW	Nelkenweg 155	88054	44623	0500001551	DEBI						D	20220422	SAPUSER1	0632 3272754	986/542/92574		DE390716792
100	0000102324	DE	Hartfeld Logistik GmbH & Co. KG				HARTFELD	Freiberg	09599	SN	Fasanendamm 21			0500001552	DEBI						D	20220419	SAPUSER2	0652 1914359	664/460/42993		DE256717848
100	0000102326	DE	Brandried Baustoffe GmbH				BRANDRIED	Meppen	49716	NI	Hafengasse 105			0500001553	DEBI						D	20201123	SAPUSER5	0372 4200567	240/540/67173		DE362885828
100	0000102329	DE	Steinhaus Armaturen GmbH				STEINHAUS	Fürstenfeldbruck	82256	BY	Hafenstraße 109			0500001554	DEBI						D	20220313	SAPUSER4	0856 649259	726/891/16751		DE190312395
100	0000102332	DE	Rothaus Fahrzeugteile AG				ROTHAUS	Herford	32052	NW	Birkenring 185b			0500001555	KUNA	X					D	20200723	SAPUSER2	0981 5010545	744/106/98690		DE615761878
100	0000102333	DE	Altried Logistik OHG				ALTRIED	Nordenham	26954	NI	Gartenplatz 16a			0500001556	DEBI						D	20210730	SAPUSER3	0874 6500198	776/221/36901		DE116018334
100	0000102335	DE	Kastanienau Lagertechnik GmbH & Co. KG				KASTANIENA	Germering	82110	BY	Haselallee 159			0500001557	DEBI						D	20211122	SAPUSER4	0837 6387940	422/742/64472		DE212043979
100	0000102336	DE	Bernbach Anlagenbau e.K.				BERNBACH	Würzburg	97070	BY	Zeppelinstraße 91			0500001558	DEBI						D	20230809	SAPUSER2	0561 3880881	906/353/59767		DE223762324
100	0000102337	DE	Süddorf Bedachungen GmbH				SÜDDORF	Amberg	92224	BY	Pappelgasse 141			0500001559	DEBI						D	20190419	SAPUSER5	0586 1631118	559/758/69625		DE947081767
100	0000102338	DE	Talberg Industrieservice SE				TALBERG	Dortmund	44135	NW	Eichenplatz 95			0500001560	DEBI						D	20221116	SAPUSER1	0895 1001698	929/174/88886		DE390233076
100	0000102339	AT	Brandfurt Textilien GmbH				BRANDFURT	Villach	9500		Ulmenallee 5			0500001561	KUNA	X					D	20190314	SAPUSER5	0887 2459338			ATU01178216
100	0000102340	DE	Espenried Bedachungen GmbH				ESPENRIED	Villingen-Schwenningen	78050	BW	Schulallee 132a			0500001562	DEBI						D	20240418	SAPUSER4	0973 1102462	168/715/77092		DE181384504
100	0000102342	DE	Sandbrück Schleiftechnik KG				SANDBRÜCK	Vechta	49377	NI	Heidestraße 140a			0500001563	DEBI						D	20230421	SAPUSER5	0516 4092150	358/393/97905		DE952096762
100	0000102344	IT	Espenfels Haustechnik S.p.A.				ESPENFELS	Roma	00184		Lerchenallee 192b			0500001564	DEBI						I	20220204	SAPUSER4	0876 1773749			IT66123186935
100	0000102345	DE	Eichwald Sanitärtechnik UG (haftungsbeschränkt)				EICHWALD	Dresden	01067	SN	Amselplatz 176a			0500001565	DEBI						D	20230103	SAPUSER3	0428 6612807	516/681/47931		DE145943021
100	0000102346	DE	Nordheim Schweißtechnik KG				NORDHEIM	Stuttgart	70173	BW	Hafenallee 62			0500001566	DEBI						D	20190616	SAPUSER5	0436 8831906	909/523/14556		DE813836778
100	0000102347	DE	Steinstein Fördertechnik GmbH				STEINSTEIN	Cottbus	03046	BB	Pappelstraße 47			0500001567	DEBI						D	20191113	SAPUSER4	0364 9968148	894/944/68477		DE124419643
100	0000102348	DE	Ahornhaus Baustoffe KGaA				AHORNHAUS	Pforzheim	75175	BW	Erlenweg 128a			0500001568	DEBI						D	20230110	SAPUSER1	0751 5128562	586/822/45383		DE292948372
100	0000102349	DE	Brandau Baustoffe GmbH				BRANDAU	Greifswald	17489	MV	Burgweg 68			0500001569	DEBI						D	20210531	SAPUSER1	0311 4106880	847/741/17490		DE371911417
100	0000102352	IT	Dorndorf Recycling S.p.A.				DORNDORF	Brescia	25121		Quellenstraße 34			0500001570	DEBI						I	20220806	SAPUSER1	0463 7535493			IT29445599291
100	0000102353	CH	Kastanienfurt Systemtechnik AG				KASTANIENF	Winterthur	8400		Wiesendamm 145a			0500001571	KUNA	X					D	20240628	SAPUSER1	0929 3546875			CHE827140502MWST
100	0000102354	DE	Südberg Aufzugstechnik GmbH				SÜDBERG	Rendsburg	24768	SH	Nelkenplatz 195			0500001572	DEBI						D	20190802	SAPUSER4	0687 191874	772/979/56642		DE425456986
100	0000102356	DE	Berngrund Verpackungen GmbH				BERNGRUND	Husum	25813	SH	Kirschallee 153			0500001573	DEBI						D	20200828	SAPUSER4	0678 6138927	604/966/11651		DE109032188
100	0000102359	DE	Buchenhaus Recycling GmbH				BUCHENHAUS	Berlin	10115	BE	Haselallee 87			0500001574	DEBI						D	20190416	SAPUSER3	0873 317808	129/367/21409		DE154408358
100	0000102360	DE	Ostburg Präzisionsteile KG				OSTBURG	Dresden	01067	SN	Nelkenring 188a			0500001575	DEBI						D	20200703	SAPUSER2	0315 8679429	481/360/34073		DE556648757
100	0000102362	DE	Bergfurt Logistik GmbH & Co. KG				BERGFURT	Waiblingen	71332	BW	Brunnendamm 135			0500001576	DEBI						D	20200627	SAPUSER3	0752 4442711	532/730/75376		DE559271152
100	0000102363	DE	Talmark Elektrotechnik GmbH				TALMARK	Zwickau	08056	SN	Gartenring 147b			0500001577	DEBI						D	20220530	SAPUSER1	0392 5292190	344/659/39652		DE699597782
100	0000102364	DE	Buchenberg Recycling AG				BUCHENBERG	Bergisch Gladbach	51465	NW	Schulweg 180b			0500001578	DEBI						D	20220402	SAPUSER1	0356 7510037	242/552/22310		DE348307917
100	0000102365	CH	Haselsee Fahrzeugteile AG				HASELSEE	Genf	1201		Domdamm 72			0500001579	DEBI						D	20240617	SAPUSER5	0450 5788219			CHE319273036MWST
100	0000102366	DE	Weidenbrück Pumpen GmbH				WEIDENBRÜC	Regensburg	93047	BY	Lindenstraße 58a			0500001580	DEBI						D	20220906	SAPUSER3	0396 6744517	377/602/76357		DE965050673
100	0000102367	CH	Holunderdorf Industrieservice GmbH				HOLUNDERDO	Luzern	6003		Tannenring 51			0500001581	DEBI						D	20240610	SAPUSER4	0981 8620728			CHE705437291MWST
100	0000102368	DE	Südbrück Papier GmbH & Co. KG				SÜDBRÜCK	Aachen	52062	NW	Lindenring 74			0500001582	DEBI						D	20190307	SAPUSER1	0222 3372398	456/957/62734		DE960990471
100	0000102369	DE	Eichhaus Maschinenbau KGaA				EICHHAUS	Plauen	08523	SN	Pappelweg 44			0500001583	DEBI						D	20201003	SAPUSER3	0631 8843329	870/363/48744		DE456649949
100	0000102370	IT	Westbach Hydraulik S.r.l.				WESTBACH	Napoli	80121		Domallee 63a			0500001584	DEBI						I	20230526	SAPUSER1	0807 291051			IT34786102896
100	0000102371	DE	Ahornstein Kunststofftechnik e.K.				AHORNSTEIN	Riesa	01587	SN	Brunnenplatz 13a			0500001585	DEBI						D	20240211	SAPUSER4	0938 4731183	238/399/49212		DE979142824
100	0000102372	DE	Bergfels Werkzeugbau GmbH & Co. KG				BERGFELS	Ahlen	59227	NW	Eichenweg 190			0500001586	DEBI						D	20190726	SAPUSER2	0856 5357983	187/569/95197		DE708233147
100	0000102373	DE	Kastanienhaus Lebensmittel GmbH & Co. KG				KASTANIENH	Memmingen	87700	BY	Pappeldamm 43a	68274	87700	0500001587	DEBI						D	20220426	SAPUSER4	0479 9600646	104/472/46060		DE148316650
100	0000102374	DE	Bergdorf Werkzeugbau GmbH				BERGDORF	Leer	26789	NI	Zeppelinstraße 135			0500001588	DEBI						D	20190328	SAPUSER5	0505 3808578	823/125/13616		DE768760920
100	0000102376	DE	Reinfurt Dichtungstechnik GmbH				REINFURT	Bergheim	50126	NW	Domallee 25a			0500001589	DEBI						D	20200324	SAPUSER1	0847 6598930	971/681/76388		DE679440107
100	0000102379	DE	Zederbrück Umformtechnik UG (haftungsbeschränkt)				ZEDERBRÜCK	Nordenham	26954	NI	Domgasse 85a			0500001590	DEBI						D	20211024	SAPUSER4	0417 1704105	626/320/63815		DE553788777
100	0000102380	DE	Westfurt Schleiftechnik GmbH & Co. KG				WESTFURT	Riesa	01587	SN	Ahornweg 62a			0500001591	DEBI						D	20200206	SAPUSER2	0326 1947069	936/396/64501		DE336834031
100	0000102381	DE	Mühlweg Stahlbau GmbH				MÜHLWEG	Torgau	04860	SN	Lerchenplatz 169			0500001592	DEBI						D	20200724	SAPUSER5	0696 6646022	448/143/74189		DE748846313
100	0000102383	IT	Mühlfels Antriebstechnik S.r.l.				MÜHLFELS	Napoli	80121		Bahnhofgasse 158b			0500001593	DEBI						I	20200328	SAPUSER5	0669 4346571			IT15592322498
100	0000102384	DE	Lindenau Aufzugstechnik GmbH				LINDENAU	Bergheim	50126	NW	Erlendamm 177a			0500001594	DEBI						D	20200803	SAPUSER2	0576 6597211	728/411/99860		DE956474434
100	0000102385	DE	Südbrück Chemie eG				SÜDBRÜCK	Lübeck	23552	SH	Sonnenstraße 37			0500001595	DEBI						D	20200808	SAPUSER4	0959 1498205	755/998/33083		DE245537482
100	0000102387	NL	Weißhof Schleiftechnik N.V.				WEISSHOF	Breda	4811 DJ		Wiesenring 84			0500001596	DEBI						E	20240213	SAPUSER2	0851 6823821			NL182311252B74
100	0000102389	NL	Mühlau Getränke N.V.				MÜHLAU	Eindhoven	5611 AZ		Industriering 93			0500001597	KUNA	X					E	20220905	SAPUSER5	0971 7537228			NL145871754B96
100	0000102390	IT	Bernstein Chemie S.p.A.				BERNSTEIN	Padova	35121		Wiesenallee 2			0500001598	DEBI						I	20200720	SAPUSER4	0281 2838507			IT37716322464
100	0000102391	AT	Dornwald Systemtechnik KG				DORNWALD	Wien	1010		Sonnengasse 181b			0500001599	DEBI						D	20230126	SAPUSER4	0870 5313708			ATU23065472
100	0000102392	US	Waldtal Metallbau Corp.				WALDTAL	Chicago	60601	IL	Heidedamm 151			0500001600	DEBI						E	20190115	SAPUSER3	0845 8407548			
100	0000102394	NL	Weißstein Logistik N.V.				WEISSSTEIN	Breda	4811 DJ		Marktdamm 184			0500001601	DEBI						E	20210622	SAPUSER1	0489 2705921			NL296503174B24
100	0000102395	DE	Weidensee Schleiftechnik GmbH				WEIDENSEE	Husum	25813	SH	Hafengasse 45			0500001602	DEBI						D	20210626	SAPUSER5	0835 3964042	858/487/21602		DE247731386
100	0000102398	DE	Grünwald Klimatechnik OHG				GRÜNWALD	Baden-Baden	76530	BW	Gartenweg 17			0500001603	DEBI						D	20230616	SAPUSER2	0281 8949604	999/392/28308		DE141031943
100	0000102401	DE	Steintal Papier GmbH & Co. KG				STEINTAL	Kaiserslautern	67655	RP	Fasanenplatz 130b			0500001604	DEBI						D	20210504	SAPUSER2	0926 4921841	694/684/58176		DE181643773
100	0000102402	DE	Haselfeld Elektrotechnik GmbH				HASELFELD	Recklinghausen	45657	NW	Nussbaumweg 146b			0500001605	DEBI						D	20230511	SAPUSER4	0425 6405952	623/208/36885		DE541210279
100	0000102405	IT	Holundertal Schweißtechnik S.r.l.				HOLUNDERTA	Brescia	25121		Brunnenallee 91			0500001606	DEBI						I	20210201	SAPUSER4	0264 4124633			IT75539981233
100	0000102406	DE	Steinfurt Elektrotechnik GmbH				STEINFURT	Wismar	23966	MV	Erlenring 47b			0500001607	DEBI						D	20220122	SAPUSER3	0566 9830037	472/628/29280		DE664820980
100	0000102407	FR	Zederweg Lagertechnik S.A.S.				ZEDERWEG	Paris	75001		Raiffeisenring 122a			0500001608	DEBI						F	20220929	SAPUSER2	0688 5796161			FR61420941638
100	0000102408	DE	Lärchenhof Schleiftechnik GmbH				LÄRCHENHOF	Koblenz	56068	RP	Zeppelinplatz 105b			0500001609	DEBI						D	20221027	SAPUSER1	0451 7279723	590/208/65816		DE367724749
100	0000102409	DE	Erlenberg Messtechnik GmbH				ERLENBERG	Kerpen	50171	NW	Eichenstraße 91a			0500001610	DEBI						D	20230204	SAPUSER1	0927 7160058	791/975/85012		DE960883603
100	0000102412	DE	Langtal Armaturen KG				LANGTAL	Leer	26789	NI	Quellenplatz 127			0500001611	DEBI						D	20200126	SAPUSER2	0651 4063175	633/666/60280		DE467018552
100	0000102413	DE	Rheinburg Aufzugstechnik KG				RHEINBURG	Herford	32052	NW	Wiesenplatz 159b			0500001612	KUNA	X					D	20231115	SAPUSER2	0992 373856	113/992/73980		DE944474593
100	0000102414	DE	Buchenbrück Sanitärtechnik GmbH				BUCHENBRÜC	Esslingen am Neckar	73728	BW	Kirschweg 80			0500001613	DEBI						D	20220926	SAPUSER5	0580 3252046	354/560/16977		DE618126602
100	0000102415	DE	Weidenstein Metallbau GmbH				WEIDENSTEI	Wittenberg	06886	ST	Ahornallee 192			0500001614	DEBI						D	20240109	SAPUSER1	0975 1562064	810/166/32307		DE935042851
100	0000102416	AT	Holunderdorf Oberflächentechnik AG				HOLUNDERDO	Dornbirn	6850		Hafendamm 70			0500001615	DEBI						D	20230131	SAPUSER5	0634 5083943			ATU62756347
100	0000102417	US	Mühlbrück Handel LLC				MÜHLBRÜCK	Boston	02110	MA	Schuldamm 64a			0500001616	DEBI						E	20231201	SAPUSER4	0550 2829262			
100	0000102418	IT	Feldtal Präzisionsteile S.r.l.				FELDTAL	Roma	00184		Amselallee 185b			0500001617	DEBI						I	20220121	SAPUSER3	0992 4318993			IT64324478685
100	0000102419	DE	Südfels Stahlbau KGaA				SÜDFELS	Dachau	85221	BY	Birkenweg 63			0500001618	DEBI						D	20240413	SAPUSER1	0593 823500	564/263/39653		DE248996759
100	0000102423	DE	Birkenfels Textilien GmbH				BIRKENFELS	Husum	25813	SH	Burggasse 26			0500001619	DEBI						D	20231231	SAPUSER1	0913 4198391	128/699/97574		DE478257006
100	0000102424	DE	Feldbrück Speditionen GmbH				FELDBRÜCK	Dinslaken	46535	NW	Kirschdamm 192			0500001620	DEBI						D	20200104	SAPUSER2	0972 7451941	322/847/13155		DE729358066
100	0000102425	DE	Sandbrück Werkzeugbau SE				SANDBRÜCK	Halle	06108	ST	Bahnhofgasse 83a			0500001621	DEBI						D	20240410	SAPUSER1	0801 9818041	293/104/82240		DE954231250
100	0000102426	DE	Zederwald Dichtungstechnik UG (haftungsbeschränkt)				ZEDERWALD	Kempten	87435	BY	Raiffeisenweg 29b			0500001622	DEBI						D	20240108	SAPUSER4	0482 5030579	843/423/13005		DE211128734
100	0000102428	DE	Mühlheim Werkzeugbau GmbH				MÜHLHEIM	Freiberg	09599	SN	Sonnenweg 192b			0500001623	DEBI						D	20220320	SAPUSER1	0637 6676696	560/933/14048		DE827277366
100	0000102429	DE	Ahornstein Formenbau KG				AHORNSTEIN	Osnabrück	49074	NI	Fasanendamm 108			0500001624	DEBI						D	20200720	SAPUSER2	0995 778116	715/673/42224		DE355830145
100	0000102430	DE	Grünburg Chemie AG				GRÜNBURG	Schwäbisch Gmünd	73525	BW	Nelkenallee 166			0500001625	DEBI						D	20200107	SAPUSER4	0800 9729341	610/871/89767		DE629199888
100	0000102431	DE	Zederfels Getränke KG				ZEDERFELS	Norderstedt	22846	SH	Lerchendamm 18			0500001626	DEBI						D	20230428	SAPUSER4	0403 8735670	720/674/65112		DE824952048
100	0000102434	DE	Talried Formenbau SE				TALRIED	Hamm	59065	NW	Nussbaumallee 181a			0500001627	DEBI						D	20210620	SAPUSER4	0826 2869338	726/205/46056		DE371308387
100	0000102435	DE	Sandbach Lagertechnik GmbH				SANDBACH	Landshut	84028	BY	Bahnhofdamm 65			0500001628	DEBI						D	20230704	SAPUSER1	0710 5472167	807/551/31490		DE755756624
100	0000102436	DE	Zederweg Oberflächentechnik GmbH & Co. KG				ZEDERWEG	Herford	32052	NW	Marktring 36b			0500001629	DEBI						D	20200828	SAPUSER5	0687 1224753	356/609/21272		DE603126892
100	0000102437	DE	Rotried Papier GmbH				ROTRIED	Lübeck	23552	SH	Schulallee 71b			0500001630	DEBI						D	20200516	SAPUSER1	0739 1691247	659/487/24765		DE363031738
100	0000102438	FR	Hartweg Messtechnik S.A.R.L.				HARTWEG	Lille	59000		Hafengasse 120			0500001631	DEBI						F	20200608	SAPUSER1	0637 9355153			FR31566424034
100	0000102439	DE	Langheim Papier GmbH				LANGHEIM	Ahrensburg	22926	SH	Brunnengasse 50b			0500001632	DEBI						D	20191107	SAPUSER4	0903 8823985	893/656/90222		DE339958363
100	0000102441	FR	Espendorf Fahrzeugteile S.A.S.				ESPENDORF	Marseille	13001		Domdamm 138			0500001633	DEBI						F	20240617	SAPUSER3	0981 2005370			FR42375009865
100	0000102444	DE	Grünwald Speditionen GmbH				GRÜNWALD	Dorsten	46282	NW	Birkenplatz 193a			0500001634	DEBI						D	20210324	SAPUSER3	0204 7400073	377/378/41690		DE487694568
100	0000102445	DE	Weidenhof Dichtungstechnik AG				WEIDENHOF	Papenburg	26871	NI	Postgasse 97			0500001635	DEBI						D	20230724	SAPUSER2	0796 5882939	136/572/71669		DE575353127
100	0000102446	DE	Weißgrund Sanitärtechnik GmbH				WEISSGRUND	Ulm	89073	BW	Lerchenring 116			0500001636	DEBI						D	20200729	SAPUSER3	0582 7008408	294/464/26764		DE746415685
100	0000102449	DE	Grünmark Oberflächentechnik GmbH & Co. KG				GRÜNMARK	Wiesbaden	65183	HE	Sonnendamm 66			0500001637	DEBI						D	20211204	SAPUSER4	0942 170892	841/367/74993		DE120415776
100	0000102451	IT	Sandheim Stahlbau S.p.A.				SANDHEIM	Roma	00184		Fasanenweg 191a			0500001638	DEBI						I	20190709	SAPUSER5	0352 1854622			IT01196239956
100	0000102452	DE	Mühlbrück Zerspanung GmbH				MÜHLBRÜCK	Köln	50667	NW	Eichendamm 22			0500001639	DEBI						D	20230401	SAPUSER5	0325 8528016	688/211/20743		DE491190409
100	0000102453	DE	Kiefernfurt Messtechnik OHG				KIEFERNFUR	Gießen	35390	HE	Eichenallee 60b			0500001640	DEBI						D	20220902	SAPUSER4	0356 2907442	318/270/42352		DE250135139
100	0000102454	DE	Sandweg Schleiftechnik e.K.				SANDWEG	Zwickau	08056	SN	Haselweg 168b			0500001641	DEBI						D	20200312	SAPUSER3	0991 5313978	426/241/31995		DE878608551
100	0000102455	DE	Eichberg Systemtechnik GmbH & Co. KG				EICHBERG	Wolfenbüttel	38300	NI	Birkenallee 61b			0500001642	DEBI						D	20230815	SAPUSER5	0347 5678083	753/872/66071		DE108435266
100	0000102456	DE	Hartdorf Handel GmbH				HARTDORF	Ulm	89073	BW	Gartenplatz 59			0500001643	DEBI						D	20230627	SAPUSER4	0989 524627	115/302/94186		DE146149092
100	0000102460	DE	Harthaus Bedachungen KG				HARTHAUS	Oldenburg	26122	NI	Marktstraße 182			0500001644	DEBI						D	20210521	SAPUSER2	0514 727732	888/195/29045		DE703220911
100	0000102461	DE	Haseltal Präzisionsteile OHG				HASELTAL	Wolfenbüttel	38300	NI	Schulring 56			0500001645	DEBI						D	20230924	SAPUSER2	0858 3438554	432/119/59205		DE178784111
100	0000102465	DE	Reinfurt Haustechnik GmbH				REINFURT	Leipzig	04109	SN	Hafenweg 5			0500001646	DEBI						D	20200924	SAPUSER1	0652 4012183	421/771/98396		DE207748829
100	0000102468	DE	Nordfels Fördertechnik UG (haftungsbeschränkt)				NORDFELS	Remscheid	42853	NW	Wiesenring 10			0500001647	KUNA	X					D	20211005	SAPUSER4	0478 6655579	238/114/61276		DE393626552
100	0000102470	IT	Nordtal Behälterbau S.r.l.				NORDTAL	Roma	00184		Ulmenweg 150a			0500001648	DEBI						I	20210827	SAPUSER2	0955 4543785			IT45432724107
100	0000102471	DE	Altbrück Kunststofftechnik AG				ALTBRÜCK	Itzehoe	25524	SH	Marktstraße 141	14437	25524	0500001649	DEBI						D	20220511	SAPUSER2	0648 8128439	660/884/52319		DE872369815
100	0000102473	PL	Mühlstein Oberflächentechnik S.A.				MÜHLSTEIN	Warszawa	00-001		Kirschstraße 109			0500001650	KUNA	X					E	20220726	SAPUSER1	0848 3572187			PL6745220996
100	0000102474	DE	Fichtenbach Klimatechnik GmbH				FICHTENBAC	Friedrichshafen	88045	BW	Raiffeisendamm 106			0500001651	DEBI						D	20210606	SAPUSER1	0752 6976426	766/535/45109		DE973384562
100	0000102475	FR	Holunderfeld Maschinenbau S.A.S.				HOLUNDERFE	Marseille	13001		Gartengasse 149b			0500001652	DEBI						F	20230417	SAPUSER1	0968 3576850			FR70790143722
100	0000102476	DE	Fichtenhaus Lagertechnik GmbH				FICHTENHAU	Leer	26789	NI	Fasanenplatz 121			0500001653	DEBI						D	20210914	SAPUSER3	0678 286262	676/991/44016		DE170057089
100	0000102477	DE	Feldstein Möbelwerke GmbH				FELDSTEIN	Elmshorn	25335	SH	Kirschstraße 4a			0500001654	DEBI						D	20240711	SAPUSER5	0701 1921801	541/333/26797		DE468220053
100	0000102479	DE	Langsee Textilien eG				LANGSEE	Gütersloh	33330	NW	Nussbaumstraße 175a			0500001655	DEBI						D	20230619	SAPUSER5	0482 2242349	870/921/49741		DE640157199
100	0000102481	DE	Eichweg Fahrzeugteile GmbH & Co. KG				EICHWEG	Chemnitz	09111	SN	Brunnenallee 32			0500001656	DEBI						D	20210302	SAPUSER5	0545 5629112	560/831/50957		DE337224533
100	0000102483	FR	Ulmensee Behälterbau S.A.R.L.				ULMENSEE	Strasbourg	67000		Kirschplatz 54			0500001657	KUNA	X					F	20201020	SAPUSER3	0666 962305			FR49177558618
100	0000102484	DE	Buchenfels Anlagenbau KG				BUCHENFELS	Cuxhaven	27472	NI	Lindendamm 170			0500001658	DEBI						D	20200217	SAPUSER2	0660 5243517	760/163/55165		DE140277729
100	0000102488	NL	Dorntal Metallbau N.V.				DORNTAL	Breda	4811 DJ		Raiffeisengasse 26			0500001659	KUNA	X					E	20190126	SAPUSER4	0711 7562223			NL269670659B80
100	0000102490	DE	Langgrund Formenbau e.K.				LANGGRUND	Troisdorf	53840	NW	Schuldamm 173a			0500001660	DEBI						D	20200112	SAPUSER4	0829 6612604	470/943/61644		DE913247848
100	0000102491	DE	Haselfeld Formenbau OHG				HASELFELD	Ingolstadt	85049	BY	Postgasse 106			0500001661	DEBI						D	20200215	SAPUSER2	0923 3449132	586/425/57469		DE756192565
100	0000102494	DE	Bernbrück Handel GmbH				BERNBRÜCK	Kassel	34117	HE	Nelkenallee 153a	94907	34117	0500001662	KUNA	X					D	20230901	SAPUSER1	0338 4441625	531/122/50429		DE408132293
100	0000102495	DE	Kleinhaus Maschinenbau e.K.				KLEINHAUS	Coburg	96450	BY	Nelkenallee 18			0500001663	DEBI						D	20210428	SAPUSER4	0309 1818116	173/428/32657		DE140453583
100	0000102497	DE	Haselau Zerspanung GmbH				HASELAU	Neubrandenburg	17033	MV	Zeppelinallee 41			0500001664	KUNA	X					D	20210513	SAPUSER5	0454 6942548	212/243/33183		DE136616420
100	0000102499	AT	Kastanienried Kunststofftechnik GmbH				KASTANIENR	Linz	4020		Bahnhofweg 150b			0500001665	DEBI						D	20220102	SAPUSER3	0481 5013359			ATU11080189
100	0000102500	DE	Westberg Maschinenbau KGaA				WESTBERG	Hameln	31785	NI	Quellengasse 105a			0500001666	DEBI						D	20200503	SAPUSER3	0609 5162216	125/393/57814		DE885646092
100	0000102502	DE	Reinsee Fahrzeugteile GmbH				REINSEE	Ansbach	91522	BY	Hafenplatz 97			0500001667	DEBI						D	20240219	SAPUSER3	0355 5544149	316/220/94566		DE885479905
100	0000102503	DE	Ostfels Sanitärtechnik GmbH				OSTFELS	Bernburg	06406	ST	Eichenweg 165a			0500001668	DEBI						D	20231013	SAPUSER2	0574 2946874	939/924/62461		DE798583357
100	0000102506	DE	Kiefernsee Chemie GmbH				KIEFERNSEE	Sindelfingen	71063	BW	Rosenallee 143	51000	71063	0500001669	DEBI						D	20190328	SAPUSER5	0588 3681445	235/843/49317		DE290913637
100	0000102507	DE	Fichtenau Textilien GmbH				FICHTENAU	Hanau	63450	HE	Feldring 179			0500001670	DEBI						D	20211028	SAPUSER2	0946 6515860	869/990/65492		DE147814309
100	0000102508	AT	Neuhof Haustechnik KG				NEUHOF	Dornbirn	6850		Eichenring 184			0500001671	DEBI						D	20201221	SAPUSER4	0292 8689218			ATU58794984
100	0000102509	NL	Grünfels Systemtechnik N.V.				GRÜNFELS	Rotterdam	3011 AD		Mühlenstraße 91			0500001672	KUNA	X					E	20210901	SAPUSER4	0610 254557			NL801814843B81
100	0000102513	DE	Südau Fahrzeugteile GmbH & Co. KG				SÜDAU	Moers	47441	NW	Marktgasse 122b			0500001673	DEBI						D	20200102	SAPUSER1	0229 4622854	123/194/54413		DE162940893
